Modele_DPE,Version_DPE,Methode_application_DPE,Etiquette_DPE,Etiquette_GES,Type_batiment,Hauteur_sous_plafond,Conso_5_usages_finale,Conso_5_usages_m2_finale,Conso_chauffage_finale,Conso_chauffage_depensier_finale,Conso_eclairage_finale,Conso_ECS_finale,Conso_ECS_depensier_finale,Conso_refroidissement_finale,Conso_refroidissement_depensier_finale,Conso_auxiliaires_finale,Conso_5_usages_primaire,Conso_5_usages_par_m2_primaire,Conso_chauffage_primaire,Conso_chauffage_depensier_primaire,Conso_eclairage_primaire,Conso_ECS_primaire,Conso_ECS_depensier_primaire,Conso_refroidissement_primaire,Conso_refroidissement_depensier_primaire,Conso_auxiliaires_primaire,Emission_GES_5_usages,Emission_GES_5_usages_par_m2,Emission_GES_chauffage,Emission_GES_chauffage_depensier,Emission_GES_eclairage,Emission_GES_ECS,Emission_GES_ECS_depensier,Emission_GES_refroidissement,Emission_GES_refroidissement_depensier,Emission_GES_auxiliaires,Cout_chauffage_energie_num1,Cout_ECS_energie_num1,Emission_GES_5_usages_energie_num1,Type_energie_num1,Cout_total_5_usages,Cout_chauffage,Cout_chauffage_depensier,Cout_eclairage,Cout_ECS_depensier,Cout_ECS,Cout_refroidissement,Cout_refroidissement_depensier,Cout_auxiliaires,Qualite_isolation_enveloppe,Qualite_isolation_menuiseries,Qualite_isolation_murs,Ubat_W_m2_K,Appartement_non_visite_0_1,Nombre_appartement,Nombre_niveau_immeuble,Nombre_niveau_logement,Surface_habitable_immeuble,Surface_habitable_logement,Score_BAN,Cout_chauffage_energie_num2,Cout_ECS_energie_num2,Type_energie_num2,Emission_GES_5_usages_energie_num2,Qualite_isolation_plancher_bas
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,2135.0,58.3,975.7,1131.8,26.4,1057.7,1491.3,0.0,0.0,1.8,2313.5,63.1,1022.2,1185.8,60.8,1491.3,1057.7,0.0,0.0,4.1,463.2,12.6,216.2,250.8,1.8,338.5,240.1,0.0,0.0,0.1,135.6,152.5,0.0,Gaz_naturel,338.1,148.6,172.3,72.6,215.1,152.5,0.0,0.0,4.8,moyenne,tres_bonne,bonne,0.73,FAUX,22.0,1.0,1.0,1171.9,36.7,0.66,0.66,0.0,Electricite,1.9,bonne
RT2012,1,dpe_etude_thermique_reglementaire_RT2012_batiment_maison_individuelle,A,A,maison,2.5,1539.0,20.2,779.0,903.6,139.1,519.0,731.8,0.0,0.0,18.5,3539.7,46.5,1791.7,2078.4,319.8,1683.1,1193.7,0.0,0.0,42.6,111.4,1.5,61.5,71.4,9.6,47.6,33.7,0.0,0.0,1.2,243.0,162.0,16.1,Electricite,480.0,243.0,281.9,43.0,228.4,162.0,0.0,0.0,6.0,tres_bonne,tres_bonne,tres_bonne,0.32,FAUX,1.0,1.0,1.0,76.1,76.1,0.42,0.42,74.2,Electricite,219.6,tres_bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,B,B,appartement,2.5,3727.0,41.9,3230.1,3746.9,52.6,187.6,264.5,0.0,0.0,21.7,4129.0,46.5,3230.1,3746.9,120.9,264.5,187.6,0.0,0.0,49.8,796.5,9.0,733.2,850.6,3.6,60.0,42.6,0.0,0.0,1.4,359.2,20.9,0.0,Gaz_naturel,469.8,359.2,416.7,181.3,29.4,20.9,0.0,0.0,74.6,insuffisante,tres_bonne,moyenne,0.9,FAUX,61.0,1.0,1.0,3972.0,88.9,0.81,0.81,0.0,Electricite,5.0,bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,B,B,appartement,2.5,2526.1,30.6,349.8,405.8,60.6,1926.5,2716.4,0.0,0.0,15.2,2850.8,34.6,349.8,405.8,139.5,2716.4,1926.5,0.0,0.0,34.9,533.5,6.5,79.4,92.1,4.2,616.6,437.3,0.0,0.0,1.0,50.4,277.8,0.0,Gaz_naturel,415.2,50.5,58.5,166.5,391.7,277.8,0.0,0.0,41.6,moyenne,tres_bonne,moyenne,0.8,FAUX,95.0,1.0,1.0,5391.1,82.5,0.66,0.66,0.0,Electricite,5.2,tres_bonne
RT2012,1_1,dpe_etude_thermique_reglementaire_RT2012_batiment_maison_individuelle,A,A,maison,2.5,3840.0,41.8,3148.0,3651.7,173.1,454.0,640.1,0.0,0.0,0.0,5639.3,61.4,4047.6,4695.2,398.2,1472.3,1044.2,0.0,0.0,0.0,174.0,1.9,128.3,148.9,11.9,41.6,29.5,0.0,0.0,0.0,147.0,0.0,0.0,Bois_Granules_pellets_briquettes,491.0,319.0,370.0,43.0,159.3,113.0,0.0,0.0,0.0,tres_bonne,tres_bonne,tres_bonne,0.28,FAUX,1.0,1.0,1.0,91.8,91.8,0.8,0.8,113.0,Electricite,16.1,tres_bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,5056.2,81.9,3252.2,3772.6,37.0,1612.7,2274.0,0.0,0.0,2.3,5304.8,86.0,3252.2,3772.6,85.0,2274.0,1612.7,0.0,0.0,5.3,1117.2,18.1,738.3,856.4,2.6,516.2,366.1,0.0,0.0,0.1,361.7,179.4,0.0,Gaz_naturel,596.5,361.7,419.5,127.5,252.9,179.4,0.0,0.0,8.0,bonne,tres_bonne,bonne,0.61,FAUX,54.0,1.0,1.0,2796.8,61.7,0.75,0.75,0.0,Electricite,2.7,bonne
RE2020,1,dpe_appartement_genere_donnees_DPE_immeuble,C,C,appartement,2.5,5171.7,114.0,2059.5,2389.0,144.4,2842.8,4008.3,0.0,0.0,125.1,5574.4,123.0,2084.5,2084.5,332.0,2870.1,2870.1,0.0,0.0,287.8,1124.5,24.0,464.7,464.7,10.0,641.9,641.9,0.0,0.0,8.0,301.2,414.6,1124.5,Gaz_naturel,814.0,301.2,301.2,52.6,414.6,414.6,0.0,0.0,45.6,moyenne,tres_bonne,tres_bonne,0.81,VRAI,98.0,1.0,1.0,4992.5,45.3,0.74,0.74,414.6,Gaz_naturel,1124.5,bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,B,B,appartement,2.5,2226.4,50.0,728.5,845.0,88.5,1407.8,1985.1,0.0,0.0,1.6,2377.1,53.4,737.9,855.9,203.6,1432.0,2019.1,0.0,0.0,3.7,486.5,10.9,164.2,190.5,5.7,316.6,446.3,0.0,0.0,0.1,5388.5,6049.0,23345.9,Gaz_naturel,294.1,91.1,105.7,25.7,249.4,176.9,0.0,0.0,0.5,bonne,tres_bonne,bonne,0.51,FAUX,34.53095264748685,1.0,1.0,1750.8,44.5,0.46,0.46,210.9,Electricite,511.8,tres_bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,B,B,appartement,2.5,4015.5,48.4,2778.3,3222.8,141.1,1041.9,1469.1,0.0,0.0,10.9,4904.4,59.2,2778.3,3222.8,324.5,2364.3,1676.8,0.0,0.0,25.0,801.3,9.7,630.7,731.6,9.7,221.9,157.4,0.0,0.0,0.7,210.2,41.9,0.0,Gaz_naturel,964.6,210.1,243.8,465.4,191.7,135.9,0.0,0.0,10.0,moyenne,tres_bonne,bonne,0.78,FAUX,31.0,1.0,1.0,2080.5,82.9,0.97,0.97,94.1,Electricite,10.4,tres_bonne
RT2012,1,dpe_etude_thermique_reglementaire_RT2012_batiment_maison_individuelle,A,A,maison,2.5,1337.8,16.5,617.0,715.7,161.3,493.0,695.1,0.0,0.0,0.0,3076.8,37.9,1419.1,1646.2,371.1,1598.8,1133.9,0.0,0.0,0.0,96.2,1.2,48.7,56.5,11.1,45.2,32.0,0.0,0.0,0.0,202.0,161.0,15.4,Electricite,438.0,202.0,234.3,53.0,227.0,161.0,0.0,0.0,0.0,tres_bonne,tres_bonne,tres_bonne,0.29,FAUX,1.0,1.0,1.0,81.2,81.2,0.46,0.46,74.2,Electricite,219.6,tres_bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,4643.6,72.9,2858.9,3316.3,35.3,1619.4,2283.4,0.0,0.0,0.0,4858.4,76.3,2858.9,3316.3,81.2,2283.4,1619.4,0.0,0.0,0.0,1027.8,16.1,649.0,752.8,2.4,518.3,367.6,0.0,0.0,0.0,317.9,180.1,0.0,Gaz_naturel,546.0,317.9,368.8,121.8,253.9,180.1,0.0,0.0,0.0,bonne,tres_bonne,tres_bonne,0.53,FAUX,21.0,1.0,1.0,1295.0,63.7,0.51,0.51,0.0,Electricite,2.4,bonne
RT2012,2,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,3418.2,64.3,1815.8,2106.3,31.1,1394.9,1966.8,0.0,0.0,15.5,3688.1,69.3,1815.8,2106.3,71.5,1966.8,1394.9,0.0,0.0,35.7,742.6,14.0,412.2,478.1,2.1,446.5,316.6,0.0,0.0,1.0,201.9,155.1,0.0,Gaz_naturel,417.3,201.9,234.2,107.1,218.7,155.1,0.0,0.0,53.6,bonne,tres_bonne,tres_bonne,0.46,FAUX,18.0,1.0,1.0,1342.5,53.2,0.82,0.82,0.0,Electricite,3.1,tres_bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,C,B,appartement,2.5,1984.0,105.2,813.9,944.1,13.3,1092.1,1539.9,0.0,0.0,7.6,2085.4,110.6,813.9,944.1,30.5,1539.9,1092.1,0.0,0.0,17.4,182.4,9.7,75.7,87.8,0.9,143.2,101.6,0.0,0.0,0.5,64.1,86.0,0.0,Reseau_Chauffage_urbain,178.4,64.1,74.3,36.4,121.2,85.9,0.0,0.0,20.8,moyenne,tres_bonne,bonne,0.7,FAUX,108.0,1.0,1.0,2511.6,18.9,0.66,0.66,0.0,Electricite,1.4,tres_bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,B,B,appartement,2.5,2153.7,45.9,1270.4,1473.7,35.2,677.6,955.4,0.0,0.0,6.6,2421.1,51.6,1270.4,1473.7,81.1,955.4,677.6,0.0,0.0,15.1,455.8,9.7,288.4,334.5,2.4,216.9,153.8,0.0,0.0,0.4,91.4,48.7,0.0,Gaz_naturel,199.0,91.4,106.0,96.8,68.7,48.7,0.0,0.0,30.2,bonne,tres_bonne,tres_bonne,0.48,FAUX,46.0,1.0,1.0,2738.6,46.9,0.82,0.82,0.0,Electricite,2.9,tres_bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,A,A,appartement,2.5,1039.4,24.8,458.7,532.1,27.0,449.2,633.4,0.0,0.0,1.8,2390.7,57.1,1055.1,1223.9,62.1,1456.8,1033.2,0.0,0.0,4.1,74.3,1.8,36.2,42.0,1.9,41.2,29.2,0.0,0.0,0.1,133.1,73.0,2.0,Electricite,242.8,133.1,154.4,93.1,102.9,73.0,0.0,0.0,11.0,bonne,tres_bonne,bonne,0.58,FAUX,49.0,1.0,1.0,2031.8,41.9,0.55,0.55,74.2,Electricite,219.6,tres_bonne
RT2012,1,dpe_etude_thermique_reglementaire_RT2012_batiment_maison_individuelle,B,A,maison,2.5,4257.2,60.7,3336.0,3869.8,141.1,722.0,1018.0,0.0,0.0,0.0,6468.8,92.3,4350.0,5046.0,324.5,2341.4,1660.6,0.0,0.0,0.0,198.7,2.8,138.3,160.4,9.7,66.2,46.9,0.0,0.0,0.0,153.0,0.0,0.0,Bois_Granules_pellets_briquettes,669.0,389.0,451.2,43.0,308.8,219.0,0.0,0.0,0.0,tres_bonne,tres_bonne,tres_bonne,0.28,FAUX,1.0,1.0,1.0,70.1,70.1,0.8,0.8,219.0,Electricite,13.5,tres_bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,A,A,appartement,2.5,2454.5,41.5,1114.4,1292.8,33.7,772.6,1089.3,0.0,0.0,121.0,3316.7,56.1,1238.9,1437.1,77.5,1089.3,772.6,0.0,0.0,278.2,234.3,4.0,115.5,134.0,2.3,115.5,81.9,0.0,0.0,7.7,80.2,60.8,0.0,Reseau_Chauffage_urbain,333.3,107.9,125.2,116.2,85.7,60.8,0.0,0.0,417.1,moyenne,tres_bonne,tres_bonne,0.67,FAUX,35.0,1.0,1.0,1994.5,59.1,0.38,0.38,0.0,Electricite,10.1,tres_bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,3397.0,76.1,1421.5,1649.0,26.9,1761.3,2483.4,0.0,0.0,5.0,3812.2,85.4,1421.5,1649.0,61.8,2676.4,1898.2,0.0,0.0,11.6,1202.8,27.0,545.9,633.2,1.9,906.3,642.8,0.0,0.0,0.3,111.9,130.3,0.0,Reseau_Chauffage_urbain,334.8,111.9,129.8,92.6,226.8,160.9,0.0,0.0,17.4,tres_bonne,tres_bonne,tres_bonne,0.42,FAUX,61.0,1.0,1.0,3592.2,44.6,0.81,0.81,30.5,Electricite,2.2,tres_bonne
RT2012,1,dpe_etude_thermique_reglementaire_RT2012_batiment_maison_individuelle,A,A,maison,2.5,1567.5,10.7,424.0,491.8,276.8,756.0,1066.0,0.0,0.0,18.5,3605.1,24.6,975.2,1131.2,636.5,2451.7,1738.8,0.0,0.0,42.4,108.8,0.7,33.5,38.9,19.1,69.3,49.1,0.0,0.0,1.2,132.0,235.0,26.2,Electricite,488.0,132.0,153.1,86.0,331.4,235.0,0.0,0.0,6.0,tres_bonne,tres_bonne,tres_bonne,0.18,FAUX,1.0,1.0,1.0,146.4,146.4,0.7,0.7,74.2,Electricite,219.6,tres_bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,A,A,appartement,2.5,1498.5,45.2,421.1,488.5,19.3,979.1,1380.6,0.0,0.0,3.1,1626.3,49.1,421.1,488.5,44.5,1380.6,979.1,0.0,0.0,7.0,73.8,2.2,20.2,23.4,1.3,66.3,47.0,0.0,0.0,0.2,33.2,77.1,0.0,Reseau_Chauffage_urbain,138.7,33.2,38.5,66.7,108.6,77.1,0.0,0.0,10.5,tres_bonne,tres_bonne,tres_bonne,0.37,FAUX,24.0,1.0,1.0,1253.1,33.1,0.59,0.59,0.0,Electricite,1.5,tres_bonne
RT2012,1,dpe_etude_thermique_reglementaire_RT2012_batiment_maison_individuelle,A,A,maison,2.5,2128.0,17.3,1359.2,1576.7,241.1,526.1,741.9,0.0,0.0,1.5,4894.4,39.8,3126.1,3626.3,554.6,1210.1,1706.3,0.0,0.0,3.4,136.2,1.1,87.0,100.9,15.4,33.7,47.5,0.0,0.0,0.1,384.7,148.9,141.4,Electricite,602.4,384.7,446.3,68.3,210.0,148.9,0.0,0.0,0.4,tres_bonne,tres_bonne,tres_bonne,0.26,FAUX,34.53095264748685,1.0,1.0,1750.8,122.9,0.86,0.86,74.2,Electricite,219.6,tres_bonne
RE2020,1_1,dpe_appartement_genere_donnees_DPE_immeuble,C,C,appartement,2.5,2756.6,61.0,1301.0,1509.1,90.6,1308.4,1844.8,0.0,0.0,56.6,3290.2,73.0,1387.2,1387.2,208.4,1564.3,1564.3,0.0,0.0,130.3,560.5,12.0,285.5,285.5,6.3,265.1,265.1,0.0,0.0,3.6,156.6,180.7,560.5,Gaz_naturel,380.0,156.6,156.6,26.3,180.7,180.7,0.0,0.0,16.4,bonne,tres_bonne,tres_bonne,0.6,VRAI,27.0,1.0,1.0,1390.0,44.7,0.78,0.78,180.7,Gaz_naturel,560.5,tres_bonne
RE2020,1,dpe_appartement_genere_donnees_DPE_immeuble,C,C,appartement,2.5,3901.8,60.0,2389.1,2771.4,124.9,1304.6,1839.5,0.0,0.0,83.2,4205.9,65.0,2410.8,2410.8,287.2,1316.5,1316.5,0.0,0.0,191.5,848.5,13.0,539.9,539.9,8.6,294.7,294.7,0.0,0.0,5.3,348.2,190.2,848.5,Gaz_naturel,614.1,348.2,348.2,45.5,190.2,190.2,0.0,0.0,30.3,tres_bonne,tres_bonne,tres_bonne,0.35,VRAI,2.0,1.0,1.0,150.7,64.4,0.57,0.57,190.2,Gaz_naturel,848.5,tres_bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,A,A,appartement,2.5,1109.8,20.1,626.0,726.2,34.2,303.3,427.7,0.0,0.0,3.4,2552.4,46.2,1439.9,1670.3,78.7,983.7,697.6,0.0,0.0,7.8,81.3,1.5,49.5,57.4,2.4,27.8,19.7,0.0,0.0,0.2,181.6,49.5,2.6,Electricite,275.5,181.6,210.6,117.9,69.8,49.5,0.0,0.0,20.8,moyenne,tres_bonne,moyenne,0.78,FAUX,47.0,1.0,1.0,2477.1,55.3,0.79,0.79,74.2,Electricite,219.6,tres_bonne
RT2012,2,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,2790.7,72.3,1348.6,1564.4,75.8,1339.2,1888.2,0.0,0.0,27.2,2924.6,75.8,1348.6,1564.4,174.3,1339.2,1888.2,0.0,0.0,62.6,616.7,16.0,306.1,355.1,4.9,304.0,428.6,0.0,0.0,1.7,1990.9,1428.4,6979.4,Gaz_naturel,354.2,166.5,193.1,22.0,233.1,165.3,0.0,0.0,0.4,tres_bonne,tres_bonne,tres_bonne,0.43,VRAI,34.53095264748685,1.0,3.0,1750.8,38.6,0.48,0.48,7.5,Electricite,90.8,bonne
RE2020,1,dpe_maison_individuelle,B,B,maison,2.5,8621.3,46.0,5875.1,6815.1,315.1,2273.5,3205.6,0.0,0.0,157.6,9557.7,51.0,6167.7,6167.7,724.8,2302.8,2302.8,0.0,0.0,362.4,1844.6,9.0,1300.3,1300.3,21.7,512.4,512.4,0.0,0.0,10.1,760.3,278.4,1844.6,Gaz_naturel,1210.9,760.3,760.3,114.8,278.4,278.4,0.0,0.0,57.4,tres_bonne,tres_bonne,tres_bonne,0.37,FAUX,34.53095264748685,1.0,1.0,1750.8,184.6,0.59,0.59,278.4,Gaz_naturel,1844.6,tres_bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,4007.9,50.5,2010.1,2331.7,43.5,1800.8,2539.1,0.0,0.0,0.0,4263.9,53.7,2010.1,2331.7,100.1,2539.1,1800.8,0.0,0.0,0.0,878.4,11.1,456.3,529.3,3.0,576.4,408.8,0.0,0.0,0.0,223.5,200.3,0.0,Gaz_naturel,480.9,223.5,259.3,150.1,282.4,200.3,0.0,0.0,0.0,moyenne,tres_bonne,tres_bonne,0.67,FAUX,65.0,1.0,1.0,3915.7,79.4,0.68,0.68,0.0,Electricite,3.0,tres_bonne
RT2012,2,dpe_etude_thermique_reglementaire_RT2012_batiment_maison_individuelle,C,C,maison,2.5,6655.3,59.8,4070.0,4721.2,233.8,2269.0,3199.3,0.0,0.0,13.8,7102.8,63.9,4088.2,4742.3,537.6,3225.0,2287.2,0.0,0.0,31.6,1456.0,13.1,921.8,1069.3,16.1,723.0,512.8,0.0,0.0,0.9,413.0,230.0,0.0,Gaz_naturel,743.0,417.0,483.7,68.0,329.9,234.0,0.0,0.0,4.0,tres_bonne,tres_bonne,tres_bonne,0.37,FAUX,1.0,1.0,1.0,111.2,111.2,0.64,0.64,4.0,Electricite,21.4,bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,B,B,appartement,2.5,3048.5,46.7,1607.9,1865.2,36.3,1282.0,1807.6,0.0,0.0,0.0,3254.7,49.8,1607.9,1865.2,83.5,1807.6,1282.0,0.0,0.0,0.0,666.8,10.2,365.0,423.4,2.5,410.3,291.0,0.0,0.0,0.0,178.8,142.6,0.0,Gaz_naturel,367.4,178.8,207.4,125.2,201.0,142.6,0.0,0.0,0.0,bonne,tres_bonne,bonne,0.53,FAUX,10.0,1.0,1.0,690.4,65.3,0.58,0.58,0.0,Electricite,2.5,tres_bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,4961.4,83.8,1970.8,2286.1,44.7,2814.3,3968.2,0.0,0.0,8.4,5190.7,87.7,1970.8,2286.1,102.8,3968.2,2814.3,0.0,0.0,19.3,1098.1,18.5,447.4,518.9,3.1,900.8,638.8,0.0,0.0,0.5,139.4,199.0,0.0,Gaz_naturel,402.6,139.4,161.7,122.7,280.6,199.0,0.0,0.0,23.0,moyenne,tres_bonne,bonne,0.66,FAUX,30.0,1.0,1.0,1581.0,59.2,0.6,0.6,0.0,Electricite,3.6,tres_bonne
RE2020,1,dpe_appartement_genere_donnees_DPE_immeuble,C,C,appartement,2.5,1604.7,78.0,648.0,751.6,16.2,921.0,1298.6,0.0,0.0,19.6,1678.3,82.0,673.5,673.5,37.2,922.6,922.6,0.0,0.0,45.1,355.4,17.0,144.2,144.2,1.1,208.9,208.9,0.0,0.0,1.3,97.8,133.1,355.4,Gaz_naturel,243.9,97.8,97.8,5.9,133.1,133.1,0.0,0.0,7.1,bonne,tres_bonne,bonne,0.56,FAUX,333.0,1.0,1.0,7188.5,20.3,0.59,0.59,133.1,Electricite,355.4,tres_bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,4650.7,58.0,2785.3,3231.0,51.2,1606.0,2264.4,0.0,0.0,3.0,4987.8,62.3,2785.3,3231.0,117.7,2264.4,1606.0,0.0,0.0,6.9,1014.3,12.7,632.3,733.4,3.5,514.0,364.6,0.0,0.0,0.2,309.8,178.6,0.0,Gaz_naturel,563.6,309.8,359.3,176.4,251.8,178.6,0.0,0.0,10.4,moyenne,tres_bonne,bonne,0.66,FAUX,48.0,1.0,1.0,2706.6,80.1,0.81,0.81,0.0,Electricite,3.7,tres_bonne
RT2012,1,dpe_etude_thermique_reglementaire_RT2012_batiment_maison_individuelle,A,A,maison,2.5,1535.4,19.6,841.0,975.6,155.4,475.0,669.8,0.0,0.0,0.0,3531.3,45.0,1934.3,2243.8,357.4,1540.4,1092.5,0.0,0.0,0.0,112.1,1.4,66.4,77.1,10.7,43.5,30.9,0.0,0.0,0.0,263.0,148.0,14.8,Electricite,480.0,263.0,305.1,49.0,208.7,148.0,0.0,0.0,0.0,tres_bonne,tres_bonne,tres_bonne,0.36,FAUX,1.0,1.0,1.0,78.4,78.4,0.54,0.54,74.2,Electricite,219.6,bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,B,A,appartement,2.5,2315.1,47.6,455.3,528.2,106.7,1729.3,2438.3,0.0,0.0,0.0,5324.6,109.6,1047.2,1214.8,245.5,5608.1,3977.4,0.0,0.0,0.0,157.3,3.2,36.0,41.7,7.4,158.5,112.4,0.0,0.0,0.0,147.3,559.6,7.4,Electricite,749.2,147.4,170.9,34.5,789.1,559.6,0.0,0.0,0.0,bonne,tres_bonne,tres_bonne,0.55,FAUX,9.0,1.0,1.0,523.4,48.6,0.49,0.49,74.2,Electricite,219.6,tres_bonne
RT2012,1,dpe_etude_thermique_reglementaire_RT2012_batiment_maison_individuelle,C,C,maison,2.5,3653.0,68.2,2143.1,2486.0,99.8,1316.5,1856.3,0.0,0.0,25.0,3904.4,72.9,2143.1,2486.0,229.6,1856.3,1316.5,0.0,0.0,57.4,798.2,14.9,486.5,564.3,6.9,421.4,298.9,0.0,0.0,1.6,309.1,189.9,0.0,Gaz_naturel,575.8,309.1,358.5,39.7,267.7,189.9,0.0,0.0,9.8,tres_bonne,tres_bonne,tres_bonne,0.35,FAUX,1.0,1.0,1.0,160.8,53.6,0.31,0.31,0.0,Electricite,8.5,tres_bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,5196.2,63.7,3070.9,3562.2,44.7,1909.6,2692.5,0.0,0.0,3.0,5476.8,67.1,3070.9,3562.2,102.9,2692.5,1909.6,0.0,0.0,6.9,1145.1,14.0,697.1,808.6,3.1,611.2,433.5,0.0,0.0,0.2,341.5,212.4,0.0,Gaz_naturel,616.5,341.5,396.2,154.2,299.4,212.4,0.0,0.0,10.3,moyenne,tres_bonne,bonne,0.78,FAUX,74.0,1.0,1.0,4052.7,81.6,0.81,0.81,0.0,Electricite,3.3,tres_bonne
RE2020,1,dpe_maison_individuelle,A,A,maison,2.5,1764.0,17.0,964.3,1118.6,199.9,505.7,713.0,0.0,0.0,94.1,4057.2,40.0,2217.9,2217.9,459.8,1163.1,1163.1,0.0,0.0,216.4,128.9,1.0,76.2,76.2,13.8,32.9,32.9,0.0,0.0,6.0,289.3,151.7,128.9,Electricite,529.2,289.3,289.3,60.0,151.7,151.7,0.0,0.0,28.2,tres_bonne,tres_bonne,tres_bonne,0.29,FAUX,34.53095264748685,1.0,1.0,1750.8,99.8,0.5,0.5,74.2,Electricite,219.6,bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,3340.0,51.9,1694.1,1965.2,36.5,1486.5,2096.0,0.0,0.0,0.0,3547.2,55.2,1694.1,1965.2,83.9,2096.0,1486.5,0.0,0.0,0.0,732.8,11.4,384.6,446.1,2.5,475.8,337.4,0.0,0.0,0.0,188.4,165.3,0.0,Gaz_naturel,399.9,188.4,218.5,125.8,233.1,165.3,0.0,0.0,0.0,bonne,tres_bonne,bonne,0.63,FAUX,52.0,1.0,1.0,3554.2,64.3,0.71,0.71,0.0,Electricite,2.5,tres_bonne
RT2012,1,dpe_etude_thermique_reglementaire_RT2012_batiment_maison_individuelle,A,A,maison,2.5,1261.8,15.8,557.0,646.1,159.2,466.0,657.1,0.0,0.0,0.0,2902.1,36.3,1281.1,1486.1,366.1,1511.2,1071.8,0.0,0.0,0.0,90.4,1.1,44.0,51.0,11.0,42.7,30.3,0.0,0.0,0.0,186.0,155.0,16.1,Electricite,421.0,186.0,215.8,53.0,218.6,155.0,0.0,0.0,0.0,tres_bonne,tres_bonne,tres_bonne,0.35,FAUX,1.0,1.0,1.0,80.0,80.0,0.65,0.65,74.2,Electricite,219.6,tres_bonne
RT2012,2,dpe_etude_thermique_reglementaire_RT2012_batiment_maison_individuelle,C,C,maison,2.5,6522.0,78.5,4428.0,5136.5,138.0,1818.0,2563.4,0.0,0.0,57.5,6926.3,83.3,4457.9,5171.2,317.4,2585.4,1833.6,0.0,0.0,132.3,1430.8,17.2,1001.8,1162.0,9.5,579.1,410.7,0.0,0.0,3.7,451.0,185.0,0.0,Gaz_naturel,726.0,458.0,531.3,40.0,265.1,188.0,0.0,0.0,17.0,bonne,tres_bonne,tres_bonne,0.48,FAUX,1.0,1.0,1.0,83.1,83.1,0.47,0.47,3.0,Electricite,18.4,tres_bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,2585.8,51.8,945.6,1096.9,28.8,1467.4,2069.0,0.0,0.0,0.0,2810.3,56.4,945.6,1096.9,66.3,2069.0,1467.4,0.0,0.0,0.0,559.3,11.2,214.7,249.0,2.0,469.7,333.1,0.0,0.0,0.0,105.2,163.2,0.0,Gaz_naturel,318.5,105.2,122.0,99.4,230.1,163.2,0.0,0.0,0.0,bonne,tres_bonne,tres_bonne,0.54,FAUX,43.0,1.0,1.0,2677.9,49.9,0.54,0.54,0.0,Electricite,2.0,tres_bonne
RE2020,1,dpe_maison_individuelle,A,A,maison,2.5,1693.4,18.0,741.5,860.1,180.4,731.5,1031.4,0.0,0.0,40.1,3894.8,42.0,1705.4,1705.4,414.8,1682.4,1682.4,0.0,0.0,92.2,121.1,1.0,58.6,58.6,12.4,47.5,47.5,0.0,0.0,2.6,225.0,222.0,121.1,Electricite,513.9,225.0,225.0,54.7,222.0,222.0,0.0,0.0,12.2,tres_bonne,tres_bonne,tres_bonne,0.3,FAUX,34.53095264748685,1.0,1.0,1750.8,91.1,0.42,0.42,74.2,Electricite,219.6,tres_bonne
